Id,Contingut,Bloc,Matèria,Necessari per,Relacionat amb
MII.1.12,Confiança en les pròpies capacitats per desenvolupar actituds adequades i afrontar les dificultats pròpies del treball científic,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,"MII.2.4,MII.5.3,MII.1.5,MII.2.3,MII.1.9,MII.1.6,MII.4.4,MII.5.2,MII.1.4,MII.5.4,MII.4.1,MII.4.3,MII.3.1,MII.4.2,MII.2.2,MII.5.1,MII.3.6,MII.1.1,MII.3.2,MII.1.2,MII.3.5,MII.5.6,MII.1.3,MII.2.6,MII.1.11,MII.1.10,MII.1.13,MII.1.7,MII.2.5,MII.3.3,MII.5.5,MII.2.7,MII.1.8,MII.2.1,MII.3.4,F.6.10,F.4.9,F.2.1,F.3.6,F.4.6,F.4.12,F.5.1,F.4.5,F.3.8,F.3.2,F.6.15,F.1.1,F.4.14,F.4.2,F.2.6,F.6.6,F.1.2,F.4.3,F.3.1,F.6.11,F.6.13,F.6.5,F.4.1,F.6.8,F.2.5,F.6.1,F.2.2,F.6.3,F.4.4,F.4.10,F.3.3,F.5.3,F.4.13,F.3.9,F.4.11,F.3.4,F.6.7,F.3.11,F.2.4,F.3.5,F.5.4,F.6.9,F.3.12,F.4.8,F.6.16,F.4.7,F.3.10,F.6.2,F.2.3,F.6.4,F.3.7,F.5.2,F.6.14"
MII.1.13,"Utilització de mitjans tecnològics en el procés d’aprenentatge per: a) Recollir dades de forma ordenada i organitzar-les. b) Elaborar i crear representacions gràfiques de dades numèriques, funcionals o estadístiques. c) Facilitar la comprensió de propietats geomètriques o funcionals i la realització de càlculs de tipus numèric, algebraic o estadístic. d) Dissenyar simulacions i elaborar prediccions sobre situacions matemàtiques diverses. e) Elaborar informes i documents sobre els processos duits a terme i els resultats i conclusions obtinguts. f) Comunicar i compartir, en entorns apropiats, la informació i les idees matemàtiques","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,"MII.2.6,MII.3.2,MII.2.5,MII.5.6,MII.5.3,MII.3.3,MII.2.1,MII.1.11,MII.4.3,MII.4.2,MII.5.5,MII.4.4,MII.3.1,MII.3.5,MII.1.8,MII.1.3,MII.1.7,MII.1.1,MII.1.10,MII.1.12,MII.1.4,MII.3.4,MII.1.2,MII.5.2,MII.1.9,MII.2.2,MII.3.6,MII.2.7,MII.4.1,MII.2.3,MII.5.1,F.4.10,F.3.3,F.1.2,F.3.2,F.6.10,F.5.1,F.4.6,F.4.8,F.3.6,F.4.4,F.3.1,F.1.1,F.4.14,F.3.5,F.2.1,F.5.3,F.6.3,F.2.6,F.4.7,F.3.4,F.4.3,F.4.2,F.6.2,F.2.5,F.6.1,F.5.2,F.4.5,F.3.12,F.2.3,F.3.11,F.3.8,F.2.2,F.4.1,F.3.10,F.5.4"
MII.2.1,Estudi de les matrius com a eina per tractar i operar amb dades estructurades en taules i grafs,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.1.9,MII.2.2,MII.1.7,MII.1.10,MII.1.1,MII.1.13,MII.2.7,MII.2.4,MII.1.4,MII.1.11,MII.2.6,MII.1.2,MII.1.12,MII.2.3,MII.1.3,MII.2.5,F.1.1"
MII.2.2,Classificació de matrius. Operacions,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.2.1,MII.2.7,MII.1.12,MII.2.6,MII.2.4,MII.2.3,MII.1.13,MII.2.5,F.1.1"
MII.2.3,Aplicació de les operacions amb matrius i de les seves propietats en la resolució de problemes extrets de contextos reals,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.4.2,MII.1.2,MII.1.12,MII.1.3,MII.1.7,MII.2.7,MII.1.6,MII.2.5,MII.3.3,MII.1.11,MII.1.9,MII.3.6,MII.1.1,MII.1.4,MII.2.4,MII.2.2,MII.2.6,MII.2.1,MII.1.13,F.1.1"
MII.2.4,Determinants. Propietats elementals,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.1.12,MII.2.5,MII.2.6,MII.2.1,MII.1.2,MII.2.2,MII.2.3,MII.2.7,F.1.1"
MII.2.5,Rang d’una matriu,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.2.6,MII.2.4,MII.4.1,MII.1.13,MII.2.3,MII.2.7,MII.1.3,MII.1.7,MII.1.12,MII.2.2,MII.2.1,F.1.1"
MII.2.6,Matriu inversa,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.1.13,MII.2.5,MII.2.4,MII.2.7,MII.2.2,MII.2.1,MII.1.12,MII.2.3,F.1.1"
MII.2.7,Representació matricial d’un sistema: discussió i resolució de sistemes d’equacionslineals. Mètode de Gauss. Regla de Cramer. Aplicació a la resolució de problemes,Bloc 2. Nombres i àlgebra,Matemàtiques II,,"MII.4.2,MII.1.9,MII.1.11,MII.2.6,MII.1.3,MII.2.2,MII.2.3,MII.2.5,MII.2.1,MII.4.3,MII.4.1,MII.1.1,MII.1.2,MII.1.7,MII.2.4,MII.1.12,MII.1.13,F.1.1"
MII.3.1,Límit d’una funció en un punt i en l’infinit. Continuïtat d’una funció. Tipus de discontinuïtat. Teorema de Bolzano,Bloc 3. Anàlisi,Matemàtiques II,,"MII.3.3,MII.1.7,MII.1.3,MII.1.12,MII.3.2,MII.1.13,MII.1.2,MII.1.4,F.1.1,F.6.2,F.3.3"
MII.3.2,Funció derivada. Teoremes de Rolle i del valor mitjà. La regla de L’Hôpital. Aplicació al càlcul de límits,Bloc 3. Anàlisi,Matemàtiques II,,"MII.1.13,MII.3.5,MII.3.4,MII.1.11,MII.1.5,MII.1.3,MII.3.1,MII.1.12,MII.3.3,MII.1.7,MII.1.6,F.4.2,F.1.1,F.4.1,F.2.1,F.3.10,F.2.6,F.2.4,F.2.2,F.4.7,F.3.7,F.3.6,F.3.3,F.3.12"
MII.3.3,Aplicacions de la derivada: problemes d’optimització,Bloc 3. Anàlisi,Matemàtiques II,,"MII.3.4,MII.1.3,MII.3.1,MII.1.8,MII.1.13,MII.2.3,MII.1.7,MII.1.1,MII.3.2,MII.1.10,MII.1.6,MII.1.12,MII.1.9,MII.1.11,MII.1.2,F.2.2,F.3.10,F.2.4,F.1.1"
MII.3.4,Primitiva d’una funció. La integral indefinida. Tècniques elementals per al càlcul de primitives,Bloc 3. Anàlisi,Matemàtiques II,,"MII.3.3,MII.3.5,MII.4.4,MII.3.2,MII.3.6,MII.1.7,MII.1.13,MII.1.1,MII.1.5,MII.1.12,F.3.12,F.3.3,F.3.4,F.1.1"
MII.3.5,La integral definida. Teoremes del valor mitjà i fonamental del càlcul integral,Bloc 3. Anàlisi,Matemàtiques II,,"MII.3.4,MII.3.2,MII.1.7,MII.1.5,MII.3.6,MII.1.13,MII.1.12,MII.1.3,F.3.11,F.4.8,F.3.10,F.2.2,F.3.8,F.3.9,F.3.12,F.3.4,F.1.1"
MII.3.6,Aplicació al càlcul d’àrees de regions planes,Bloc 3. Anàlisi,Matemàtiques II,,"MII.1.7,MII.4.4,MII.4.1,MII.3.5,MII.2.3,MII.3.4,MII.1.12,MII.1.3,MII.1.2,MII.1.13,F.1.1,F.3.12,F.3.11,F.3.4,F.3.10"
MII.4.1,"Vectors en l’espai tridimensional. Producte escalar, vectorial i mixt. Significat geomètric",Bloc 4. Geometria,Matemàtiques II,,"MII.4.2,MII.1.7,MII.2.5,MII.1.12,MII.3.6,MII.2.7,MII.4.4,MII.4.3,MII.1.13,F.3.2,F.6.1,F.3.4,F.3.10,F.4.7,F.2.2,F.2.1,F.3.6,F.2.3,F.2.4,F.3.5,F.3.12,F.3.8,F.5.1,F.3.7,F.4.4,F.1.1,F.3.9,F.2.5,F.5.2,F.3.1,F.3.11"
MII.4.2,Equacions de la recta i el pla en l’espai,Bloc 4. Geometria,Matemàtiques II,,"MII.4.1,MII.2.7,MII.2.3,MII.1.7,MII.1.9,MII.1.12,MII.1.13,MII.4.4,MII.4.3,MII.1.11,F.5.2,F.6.1,F.5.1,F.5.4,F.1.1"
MII.4.3,"Posicions relatives (incidència, paral·lelisme i perpendicularitat entre rectes i plans)",Bloc 4. Geometria,Matemàtiques II,,"MII.1.3,MII.1.7,MII.1.11,MII.2.7,MII.1.12,MII.1.13,MII.4.4,MII.4.2,MII.4.1,F.3.4,F.3.5,F.3.10,F.6.2,F.4.7,F.3.9,F.1.1,F.4.13,F.5.1,F.2.3,F.4.4,F.6.1,F.3.8,F.3.6,F.5.2"
MII.4.4,"Propietats mètriques (càlcul d’angles, distàncies, àrees i volums)",Bloc 4. Geometria,Matemàtiques II,,"MII.1.7,MII.3.4,MII.1.12,MII.3.6,MII.4.2,MII.1.13,MII.4.3,MII.4.1,F.1.1,F.4.6,F.3.10,F.3.5,F.5.2,F.3.11,F.3.8,F.5.1,F.6.1,F.3.1,F.3.6,F.3.4,F.2.5"
MII.5.1,Esdeveniments. Assignació de probabilitats a esdeveniments mitjançant la regla de Laplace i a partir de la seva freqüència relativa. Axiomàtica de Kolmogorov,Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.5.6,MII.5.3,MII.5.4,MII.5.2,MII.1.12,MII.5.5,MII.1.13,F.6.3,F.6.16,F.6.6,F.1.1"
MII.5.2,Aplicació de la combinatòria al càlcul de probabilitats,Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.1.7,MII.5.1,MII.1.9,MII.1.12,MII.1.3,MII.5.4,MII.5.3,MII.5.5,MII.5.6,MII.1.13,MII.1.2,F.1.1,F.6.6,F.6.3"
MII.5.3,Experiments simples i compostos. Probabilitat condicionada. Dependència i independència d’esdeveniments,Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.1.9,MII.1.12,MII.5.1,MII.1.13,MII.5.5,MII.5.4,MII.5.6,MII.1.11,MII.5.2,F.6.3,F.1.1,F.6.6"
MII.5.4,Teoremes de la probabilitat total i de Bayes. Probabilitats inicials i finals i versemblança d’un esdeveniment,Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.5.1,MII.5.3,MII.1.12,MII.5.2,MII.1.6,MII.1.4,MII.5.5,MII.5.6,F.1.1,F.6.6"
MII.5.5,"Variables aleatòries discretes. Distribució de probabilitat. Mitjana, variància i desviació típica",Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.5.3,MII.5.2,MII.1.13,MII.5.1,MII.5.6,MII.5.4,MII.1.12,F.6.3,F.1.1,F.6.6"
MII.5.6,Distribució binomial. Caracterització i identificació del model. Càlcul de probabilitats,Bloc 5. Estadística i probabilitat,Matemàtiques II,,"MII.5.1,MII.1.13,MII.1.3,MII.5.3,MII.5.2,MII.1.7,MII.1.12,MII.5.5,MII.5.4,F.1.1,F.6.6,F.6.3"
Q.1.1,Estratègies pròpies de l’activitat científica,Bloc 1. L'activitat científica,Química,,
Q.1.2,Tecnologies de la informació i la comunicació,Bloc 1. L'activitat científica,Química,,
Q.1.3,Importància de la investigació científica en la indústria i en l’empresa,Bloc 1. L'activitat científica,Química,,
Q.2.1,Estructura de la matèria. Hipòtesi de Planck. Model atòmic de Bohr,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.2,"Mecànica quàntica: Hipòtesi de De Broglie, Principi d’Incertesa d’Heisenberg","Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.3,Orbitals atòmics. Nombres quàntics i la seva interpretació,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.4,Partícules subatòmiques: origen de l’Univers,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.5,Classificació dels elements segons la seva estructura electrònica: sistema periòdic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.6,"Propietats dels elements segons la seva posició en el sistema periòdic: energia d’ionització, afinitat electrònica, electronegativitat, radi atòmic","Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.7,Enllaç químic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.8,Enllaç iònic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.9,Propietats de les substàncies amb enllaç iònic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.10,Enllaç covalent. Geometria i polaritat de les molècules,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.11,Teoria de l’enllaç de valència (TEV) i hibridació,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.12,Teoria de repulsió de parells electrònics de la capa de valència (TRPECV),"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.13,Propietats de les substàncies amb enllaç covalent,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.14,Enllaç metàl·lic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.15,Model del gas electrònic i teoria de bandes,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.16,Propietats dels metalls. Aplicacions de superconductors i semiconductors,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.17,Enllaços presents en substàncies d’interès biològic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.2.18,Naturalesa de les forces intermoleculars,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
Q.3.1,Concepte de velocitat de reacció,Bloc 3. Reaccions químiques,Química,,
Q.3.2,Teoria de col·lisions,Bloc 3. Reaccions químiques,Química,,
Q.3.3,Factors que influeixen en la velocitat de les reaccions químiques,Bloc 3. Reaccions químiques,Química,,
Q.3.4,Utilització de catalitzadors en processos industrials,Bloc 3. Reaccions químiques,Química,,
Q.3.5,Equilibri químic. Llei d’acció de masses. La constant d’equilibri: formes d’expressar-la,Bloc 3. Reaccions químiques,Química,,
Q.3.6,Factors que afecten l’estat d’equilibri: principi de Le Chatelier,Bloc 3. Reaccions químiques,Química,,
Q.3.7,Equilibris amb gasos,Bloc 3. Reaccions químiques,Química,,
Q.3.8,Equilibris heterogenis: reaccions de precipitació,Bloc 3. Reaccions químiques,Química,,
Q.3.9,Aplicacions i importància de l’equilibri químic en processos industrials i en situacions de la vida quotidiana,Bloc 3. Reaccions químiques,Química,,
Q.3.10,Equilibri àcid-base,Bloc 3. Reaccions químiques,Química,,
Q.3.11,Concepte d’àcid-base,Bloc 3. Reaccions químiques,Química,,
Q.3.12,Teoria de Brönsted-Lowry,Bloc 3. Reaccions químiques,Química,,
Q.3.13,"Força relativa dels àcids i de les bases, grau d’ionització",Bloc 3. Reaccions químiques,Química,,
Q.3.14,Equilibri iònic de l’aigua,Bloc 3. Reaccions químiques,Química,,
Q.3.15,Concepte de pH. Importància del pH a nivell biològic,Bloc 3. Reaccions químiques,Química,,
Q.3.16,Volumetries de neutralització àcid-base,Bloc 3. Reaccions químiques,Química,,
Q.3.17,Estudi qualitatiu de la hidròlisi de sals,Bloc 3. Reaccions químiques,Química,,
Q.3.18,Estudi qualitatiu de les dissolucions reguladores de pH,Bloc 3. Reaccions químiques,Química,,
Q.3.19,Àcids i bases rellevants a nivell industrial i de consum. Problemes mediambientals,Bloc 3. Reaccions químiques,Química,,
Q.3.20,Equilibri redox,Bloc 3. Reaccions químiques,Química,,
Q.3.21,Concepte d’oxidació-reducció. Oxidants i reductors. Nombred’oxidació,Bloc 3. Reaccions químiques,Química,,
Q.3.22,Ajust redox pel mètode de l’ió-electró. Estequiometria de les reaccions redox,Bloc 3. Reaccions químiques,Química,,
Q.3.23,Potencial de reducció estàndard,Bloc 3. Reaccions químiques,Química,,
Q.3.24,Volumetries redox,Bloc 3. Reaccions químiques,Química,,
Q.3.25,Lleis de Faraday de l’electròlisi,Bloc 3. Reaccions químiques,Química,,
Q.3.26,"Aplicacions i repercussions de les reaccions d’oxidació reducció: bateries elèctriques, piles de combustible, prevenció de la corrosió de metalls",Bloc 3. Reaccions químiques,Química,,
Q.4.1,Estudi de funcions orgàniques,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.2,Nomenclatura i formulació orgànica segons les normes de la IUPAC,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.3,"Funcions orgàniques d’interès: oxigenades i nitrogenades, derivats halogenats, tiols, peràcids. Composts orgànics polifuncionals",Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.4,Tipus d’isomeria,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.5,Tipus de reaccions orgàniques,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.6,Principals composts orgànics d’interès biològic i industrial: materials polímers i medicaments,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.7,Macromolècules i materials polímers,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.8,Polímers d’origen natural i sintètic: propietats,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.9,Reaccions de polimerització,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.10,Fabricació de materials plàstics i seus transformats: impacte mediambiental,Bloc 4. Síntesi orgànica i nous materials,Química,,
Q.4.11,Importància de la Química del Carboni en el desenvolupament de la societat del benestar,Bloc 4. Síntesi orgànica i nous materials,Química,,
