,Id,Contingut,Bloc,Matèria,Necessari per,Relacionat amb
135,MI.4.11,"Còniques. Circumferència, el·lipse, hipèrbola i paràbola. Equació i elements",Bloc 4. Geometria,Matemàtiques I,,
136,MI.5.1,Estadística descriptiva bidimensional,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
137,MI.5.2,Taules de contingència,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
138,MI.5.3,Distribució conjunta i distribucions marginals,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
139,MI.5.4,Mitjanes i desviacions típiques marginals,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
140,MI.5.5,Distribucions condicionades,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
141,MI.5.6,Independència de variables estadístiques,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
142,MI.5.7,Estudi de la dependència de dues variables estadístiques. Representació gràfica: Núvol de punts,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
143,MI.5.8,Dependència lineal de dues variables estadístiques. Covariància i correlació: Càlcul i interpretació del coeficient de correlació lineal,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
144,MI.5.9,Regressió lineal. Estimació. Prediccions estadístiques i fiabilitat de les mateixes,Bloc 5. Estadística i probabilitat,Matemàtiques I,,
145,MII.1.1,Planificació del procés de resolució de problemes,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
146,MII.1.2,"Estratègies i procediments posats en pràctica: relació amb altres problemes coneguts, modificació de variables, suposar el problema resolt","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
147,MII.1.3,"Solucions i/o resultats obtinguts: coherència de les solucions amb la situació, revisió sistemàtica del procés, altres formes de resolució, problemes semblants, generalitzacions i particularitzacions interessants","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
148,MII.1.4,"Iniciació a la demostració en matemàtiques: mètodes, raonaments, llenguatges","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
149,MII.1.5,"Mètodes de demostració: reducció a l’absurd, mètode d’inducció, contraexemples, raonaments encadenats","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
150,MII.1.6,Raonament deductiu i inductiu,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
151,MII.1.7,"Llenguatge gràfic, algebraic, altres formes de representació d’arguments","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
152,MII.1.8,Elaboració i presentació oral i/o escrita d’informes científics sobre el procés seguit en la resolució d’un problema o en la demostració d’un resultat matemàtic,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
153,MII.1.9,Realització d’investigacions matemàtiques a partir de contextos de la realitat o contextos del món de les matemàtiques,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
154,MII.1.10,"Elaboració i presentació d’un informe científic sobre el procés, resultats i conclusions del procés d’investigació desenvolupat","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
155,MII.1.11,"Pràctica dels processos de matematització i modelització, en contextos de la realitat i en contextos matemàtics","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
156,MII.1.12,Confiança en les pròpies capacitats per desenvolupar actituds adequades i afrontar les dificultats pròpies del treball científic,"Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
157,MII.1.13,"Utilització de mitjans tecnològics en el procés d’aprenentatge per: a) Recollir dades de forma ordenada i organitzar-les. b) Elaborar i crear representacions gràfiques de dades numèriques, funcionals o estadístiques. c) Facilitar la comprensió de propietats geomètriques o funcionals i la realització de càlculs de tipus numèric, algebraic o estadístic. d) Dissenyar simulacions i elaborar prediccions sobre situacions matemàtiques diverses. e) Elaborar informes i documents sobre els processos duits a terme i els resultats i conclusions obtinguts. f) Comunicar i compartir, en entorns apropiats, la informació i les idees matemàtiques","Bloc 1. Processos, mètodes i actituds en matemàtiques",Matemàtiques II,,
158,MII.2.1,Estudi de les matrius com a eina per tractar i operar amb dades estructurades en taules i grafs,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
159,MII.2.2,Classificació de matrius. Operacions,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
160,MII.2.3,Aplicació de les operacions amb matrius i de les seves propietats en la resolució de problemes extrets de contextos reals,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
161,MII.2.4,Determinants. Propietats elementals,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
162,MII.2.5,Rang d’una matriu,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
163,MII.2.6,Matriu inversa,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
164,MII.2.7,Representació matricial d’un sistema: discussió i resolució de sistemes d’equacionslineals. Mètode de Gauss. Regla de Cramer. Aplicació a la resolució de problemes,Bloc 2. Nombres i àlgebra,Matemàtiques II,,
165,MII.3.1,Límit d’una funció en un punt i en l’infinit. Continuïtat d’una funció. Tipus de discontinuïtat. Teorema de Bolzano,Bloc 3. Anàlisi,Matemàtiques II,,
166,MII.3.2,Funció derivada. Teoremes de Rolle i del valor mitjà. La regla de L’Hôpital. Aplicació al càlcul de límits,Bloc 3. Anàlisi,Matemàtiques II,,
167,MII.3.3,Aplicacions de la derivada: problemes d’optimització,Bloc 3. Anàlisi,Matemàtiques II,,
168,MII.3.4,Primitiva d’una funció. La integral indefinida. Tècniques elementals per al càlcul de primitives,Bloc 3. Anàlisi,Matemàtiques II,,
169,MII.3.5,La integral definida. Teoremes del valor mitjà i fonamental del càlcul integral,Bloc 3. Anàlisi,Matemàtiques II,,
170,MII.3.6,Aplicació al càlcul d’àrees de regions planes,Bloc 3. Anàlisi,Matemàtiques II,,
171,MII.4.1,"Vectors en l’espai tridimensional. Producte escalar, vectorial i mixt. Significat geomètric",Bloc 4. Geometria,Matemàtiques II,,
172,MII.4.2,Equacions de la recta i el pla en l’espai,Bloc 4. Geometria,Matemàtiques II,,
173,MII.4.3,"Posicions relatives (incidència, paral·lelisme i perpendicularitat entre rectes i plans)",Bloc 4. Geometria,Matemàtiques II,,
174,MII.4.4,"Propietats mètriques (càlcul d’angles, distàncies, àrees i volums)",Bloc 4. Geometria,Matemàtiques II,,
175,MII.5.1,Esdeveniments. Assignació de probabilitats a esdeveniments mitjançant la regla de Laplace i a partir de la seva freqüència relativa. Axiomàtica de Kolmogorov,Bloc 5. Estadística i probabilitat,Matemàtiques II,,
176,MII.5.2,Aplicació de la combinatòria al càlcul de probabilitats,Bloc 5. Estadística i probabilitat,Matemàtiques II,,
177,MII.5.3,Experiments simples i compostos. Probabilitat condicionada. Dependència i independència d’esdeveniments,Bloc 5. Estadística i probabilitat,Matemàtiques II,,
178,MII.5.4,Teoremes de la probabilitat total i de Bayes. Probabilitats inicials i finals i versemblança d’un esdeveniment,Bloc 5. Estadística i probabilitat,Matemàtiques II,,
179,MII.5.5,"Variables aleatòries discretes. Distribució de probabilitat. Mitjana, variància i desviació típica",Bloc 5. Estadística i probabilitat,Matemàtiques II,,
180,MII.5.6,Distribució binomial. Caracterització i identificació del model. Càlcul de probabilitats,Bloc 5. Estadística i probabilitat,Matemàtiques II,,
181,Q.1.1,Estratègies pròpies de l’activitat científica,Bloc 1. L'activitat científica,Química,,
182,Q.1.2,Tecnologies de la informació i la comunicació,Bloc 1. L'activitat científica,Química,,
183,Q.1.3,Importància de la investigació científica en la indústria i en l’empresa,Bloc 1. L'activitat científica,Química,,
184,Q.2.1,Estructura de la matèria. Hipòtesi de Planck. Model atòmic de Bohr,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
185,Q.2.2,"Mecànica quàntica: Hipòtesi de De Broglie, Principi d’Incertesa d’Heisenberg","Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
186,Q.2.3,Orbitals atòmics. Nombres quàntics i la seva interpretació,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
187,Q.2.4,Partícules subatòmiques: origen de l’Univers,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
188,Q.2.5,Classificació dels elements segons la seva estructura electrònica: sistema periòdic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
189,Q.2.6,"Propietats dels elements segons la seva posició en el sistema periòdic: energia d’ionització, afinitat electrònica, electronegativitat, radi atòmic","Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
190,Q.2.7,Enllaç químic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
191,Q.2.8,Enllaç iònic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
192,Q.2.9,Propietats de les substàncies amb enllaç iònic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
193,Q.2.10,Enllaç covalent. Geometria i polaritat de les molècules,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
194,Q.2.11,Teoria de l’enllaç de valència (TEV) i hibridació,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
195,Q.2.12,Teoria de repulsió de parells electrònics de la capa de valència (TRPECV),"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
196,Q.2.13,Propietats de les substàncies amb enllaç covalent,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
197,Q.2.14,Enllaç metàl·lic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
198,Q.2.15,Model del gas electrònic i teoria de bandes,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
199,Q.2.16,Propietats dels metalls. Aplicacions de superconductors i semiconductors,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
200,Q.2.17,Enllaços presents en substàncies d’interès biològic,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
201,Q.2.18,Naturalesa de les forces intermoleculars,"Bloc 2. Origen i evolució dels components de l’univers estructura de la matèria. l’àtom, la taula periòdica i l’enllaç químic",Química,,
202,Q.3.1,Concepte de velocitat de reacció,Bloc 3. Reaccions químiques,Química,,
203,Q.3.2,Teoria de col·lisions,Bloc 3. Reaccions químiques,Química,,
204,Q.3.3,Factors que influeixen en la velocitat de les reaccions químiques,Bloc 3. Reaccions químiques,Química,,
205,Q.3.4,Utilització de catalitzadors en processos industrials,Bloc 3. Reaccions químiques,Química,,
206,Q.3.5,Equilibri químic. Llei d’acció de masses. La constant d’equilibri: formes d’expressar-la,Bloc 3. Reaccions químiques,Química,,
207,Q.3.6,Factors que afecten l’estat d’equilibri: principi de Le Chatelier,Bloc 3. Reaccions químiques,Química,,
208,Q.3.7,Equilibris amb gasos,Bloc 3. Reaccions químiques,Química,,
209,Q.3.8,Equilibris heterogenis: reaccions de precipitació,Bloc 3. Reaccions químiques,Química,,
210,Q.3.9,Aplicacions i importància de l’equilibri químic en processos industrials i en situacions de la vida quotidiana,Bloc 3. Reaccions químiques,Química,,
211,Q.3.10,Equilibri àcid-base,Bloc 3. Reaccions químiques,Química,,
212,Q.3.11,Concepte d’àcid-base,Bloc 3. Reaccions químiques,Química,,
213,Q.3.12,Teoria de Brönsted-Lowry,Bloc 3. Reaccions químiques,Química,,
214,Q.3.13,"Força relativa dels àcids i de les bases, grau d’ionització",Bloc 3. Reaccions químiques,Química,,
215,Q.3.14,Equilibri iònic de l’aigua,Bloc 3. Reaccions químiques,Química,,
216,Q.3.15,Concepte de pH. Importància del pH a nivell biològic,Bloc 3. Reaccions químiques,Química,,
217,Q.3.16,Volumetries de neutralització àcid-base,Bloc 3. Reaccions químiques,Química,,
218,Q.3.17,Estudi qualitatiu de la hidròlisi de sals,Bloc 3. Reaccions químiques,Química,,
219,Q.3.18,Estudi qualitatiu de les dissolucions reguladores de pH,Bloc 3. Reaccions químiques,Química,,
220,Q.3.19,Àcids i bases rellevants a nivell industrial i de consum. Problemes mediambientals,Bloc 3. Reaccions químiques,Química,,
221,Q.3.20,Equilibri redox,Bloc 3. Reaccions químiques,Química,,
222,Q.3.21,Concepte d’oxidació-reducció. Oxidants i reductors. Nombred’oxidació,Bloc 3. Reaccions químiques,Química,,
223,Q.3.22,Ajust redox pel mètode de l’ió-electró. Estequiometria de les reaccions redox,Bloc 3. Reaccions químiques,Química,,
224,Q.3.23,Potencial de reducció estàndard,Bloc 3. Reaccions químiques,Química,,
225,Q.3.24,Volumetries redox,Bloc 3. Reaccions químiques,Química,,
226,Q.3.25,Lleis de Faraday de l’electròlisi,Bloc 3. Reaccions químiques,Química,,
227,Q.3.26,"Aplicacions i repercussions de les reaccions d’oxidació reducció: bateries elèctriques, piles de combustible, prevenció de la corrosió de metalls",Bloc 3. Reaccions químiques,Química,,
228,Q.4.1,Estudi de funcions orgàniques,Bloc 4. Síntesi orgànica i nous materials,Química,,
229,Q.4.2,Nomenclatura i formulació orgànica segons les normes de la IUPAC,Bloc 4. Síntesi orgànica i nous materials,Química,,
230,Q.4.3,"Funcions orgàniques d’interès: oxigenades i nitrogenades, derivats halogenats, tiols, peràcids. Composts orgànics polifuncionals",Bloc 4. Síntesi orgànica i nous materials,Química,,
231,Q.4.4,Tipus d’isomeria,Bloc 4. Síntesi orgànica i nous materials,Química,,
232,Q.4.5,Tipus de reaccions orgàniques,Bloc 4. Síntesi orgànica i nous materials,Química,,
233,Q.4.6,Principals composts orgànics d’interès biològic i industrial: materials polímers i medicaments,Bloc 4. Síntesi orgànica i nous materials,Química,,
234,Q.4.7,Macromolècules i materials polímers,Bloc 4. Síntesi orgànica i nous materials,Química,,
235,Q.4.8,Polímers d’origen natural i sintètic: propietats,Bloc 4. Síntesi orgànica i nous materials,Química,,
236,Q.4.9,Reaccions de polimerització,Bloc 4. Síntesi orgànica i nous materials,Química,,
237,Q.4.10,Fabricació de materials plàstics i seus transformats: impacte mediambiental,Bloc 4. Síntesi orgànica i nous materials,Química,,
238,Q.4.11,Importància de la Química del Carboni en el desenvolupament de la societat del benestar,Bloc 4. Síntesi orgànica i nous materials,Química,,
